ifsc,bank_id,branch,address,city,district,state,bank_name
ALLA0210136,11,GULAOTHI,"GANDHI GANJ, SAIDPUR ROAD, GULAOTHI, DISTT. - BULANDSAHR,UTTAR PRADESH 245408",GULAOTHI,BULANDSHAHR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210137,11,AURANGABAD ┬á,"VILL & PO - AURANGABAD DISST BULANDSHAHR (UP),PIN-245401",AURANGABAD,BULANDSHAHR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210192,11,CIVIL LINES  NAGPUR,"PALM ROAD CIVIL LINES, NAGPUR-1",NAGPUR,NAGPUR,MAHARASHTRA,ALLAHABAD BANK
ALLA0210138,11,BUGRASI ┬á,"VILL & PO - BUGRASI, DISTT BULANDSHAHR (UP), PIN-245403",BUGRASI,BULANDSHAHR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210139,11,JEWAR,SARAI NEM SINGH PO-JEWAR DISTT. G.B.NAGAR PIN-203135,MEERUT,MEERUT,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210140,11,PAHASU ┬á,"VILL & PO-PAHASU, DISTT BULANDSHAHR (UP), PIN-202396",PAHASU,BULANDSHAHR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210141,11,RABUPURA,V&PO- RABUPURA DISTT. G.B.NAGAR PIN-203209 U.P,MEERUT,MEERUT,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210142,11,MEERUT CANTONMENT,"55-THE MALL, MEERUT CANTT (UP)PIN - 250001",MEERUT,MEERUT,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210143,11,MEERUT KHAIR NAGAR BAZAR,"AHMED RAOD, OPPOSITE DAFRIN HOSPITAL DISTT.MEERUT UTTAR PRADESH  250002",MEERUT,MEERUT,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210144,11,MEERUT UNIVERSITY,"CCS UNIVERSITY CAMPUS, MEERUT (UP)",MEERUT,MEERUT,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210145,11,WRIGHTGANJ,"HAPUR ROAD, WRIGHT GANJ, GHAZIABAD",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210146,11,HAPUR,"TEHSIL CHOPLA, HAPUR, DIST-GHAZIABAD PIN-245101",HAPUR,GHAZIABAD,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210147,11,MODINAGAR,"RAILWAY ROAD, MODINAGAR DIST GHAZIABAD PIN-201204",MODINAGAR,GHAZIABAD,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210148,11,MUZAFFARNAGAR (MEERUT),"36A, NAI MANDI, MUZAFFARNAGAR PIN-251001",MUZAFFARNAGAR,MUZAFFAR NAGAR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210149,11,UN,"V&PO-UN, DISTT MUZAFFAR NAGAR PIN-247778",UN,MUZAFFARNAGAR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210150,11,MORADABAD CITY,"SITA RAM MARKET AMROHA GATE, POST BOX NO.23 MORADABAD CITY - 244 001  UTTAR PRADESH",MORADABAD,MORADABAD,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210151,11,CIVIL LINES MORADABAD,"CIVIL LINES, POST BOX -5 , MORADABAD STATE- UTTAR PRADESH PIN-244001",MORADABAD,MORADABAD,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210152,11,CHANDAUSI,"BANK ROAD , CHANDUASI DISTRICT - MORADABAD , STATE- UTTAR PRADESH , PIN-202412",CHANDAUSI,MORADABAD,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210153,11,KASHIPUR,"ALLAHABAD BANK,RAMNAGAR ROAD,KASHIPUR,DISTT.-UDDHAM SINGH NAGAR,UTTARAKHAND-244713",KASHIPUR,UDHAMSINGH NAGAR,UTTARAKHAND,ALLAHABAD BANK
ALLA0210154,11,NAINITAL,"ALLAHABAD BANK,PT. G.B.PANT MARG,POST MALLITAL,DISTT-NAINITAL,UTTRAKHAND-263001",NAINITAL,NAINITAL,UTTARAKHAND,ALLAHABAD BANK
ALLA0210155,11,RUDRAPUR,"BEHIND ARYA SAMAJ MANDIR, MAIN MARKET, P.O- RUDRAPUR DIST. UDHAM SINGH NAGAR UTTARAKHAND RUDRAPUR UTTARAKHAND 263153",DEHRA DUN,DEHRADUN,UTTARAKHAND,ALLAHABAD BANK
ALLA0210156,11,DEHRADUN,"ALLAHABAD BANK,1 GANDHI ROAD,NEAR CLOCK TOWER,DEHRADUN-248001,UTTARAKHAND",DEHRADUN,DEHRADUN,UTTARAKHAND,ALLAHABAD BANK
ALLA0210157,11,MUSSOORIE,"THE MALL ROAD, JHULA GHAR, MUSSOORIE DIST- DEHRADUN UTTARAKHAND  248179",MUSSOORIE,DEHRADUN,UTTARAKHAND,ALLAHABAD BANK
ALLA0210158,11,CHANDNI CHOWK,"4398, CHANDNI CHOWK, POST BOX NO. 1027",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210159,11,HAUZ QAZI,"AJMERI GATE BAZAR, HAUS QAZI",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210160,11,SADAR BAZAAR,"4875, PHOOTA ROAD, BARA TOOTI,  SADAR BAZAR,",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210161,11,SCINDIA HOUSE,"72-79, SCINDHIA HOUSE, JANPATH, NEW DELHI - 1",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210162,11,KAROL BAGH,"100174,GURUDWARA ROAD, NEAR BIKANER WALA, KAROLBAGH",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210163,11,PARLIAMENT STREET  NEW DELHI,",17 PARLIAMENT STREET NEW DELHI",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210164,11,ALIPUR,"NARELA ROAD, VILL. & P.O. ALIPUR",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210165,11,ABOHAR,"STREE NO 12/13, CIRCULAR ROAD, ABOHAR - 152116",ABOHAR,FEROZEPUR,PUNJAB,ALLAHABAD BANK
ALLA0210166,11,AMRITSAR KATRA AHLUWALIA,"KATRA AHLUWALIA, AMRITSAR - 143001",AMRITSAR,AMRITSAR,PUNJAB,ALLAHABAD BANK
ALLA0210167,11,BATALA,"G. T. ROAD, BATALA DIST. GURDASPUR - 143 505 PUNJAB",BATALA,GURDASPUR,PUNJAB,ALLAHABAD BANK
ALLA0210168,11,BATALA QUADIAN CHUNGI,"QUADIAN CHUNGI BATALA,DIST- GURDASPUR - 143 505,PUNJAB",QADIAN,GURDASPUR,PUNJAB,ALLAHABAD BANK
ALLA0210169,11,KAPURTHALA,"THE MALL, KAPURTHALA DIST. KAPURTHALA PUNJAB 144601",KAPURTHALA,KAPURTHALA,PUNJAB,ALLAHABAD BANK
ALLA0210170,11,JALANDHAR CITY OFFICE,"NO. 385, ADDA HOSHIARPUR, MAI HIRA GATE, JALANDHAR - 144008",JALANDHAR,JALANDHAR,PUNJAB,ALLAHABAD BANK
ALLA0210171,11,JALANDHAR CIVIL LINES,"OPPOSITE NEHRU GARDEN, NEAR GPO, CIVIL LINES, JALANDHAR - 144001",JALANDHAR,JALANDHAR,PUNJAB,ALLAHABAD BANK
ALLA0210172,11,LUDHIANA CLOCK TOWER,"5,ATTAR SINGH STREET, NEAR CLOCK TOWER LUDHIANA-141 001",LUDHIANA,LUDHIANA,PUNJAB,ALLAHABAD BANK
ALLA0210173,11,AMBALA CANTONMENT,"NICHOLSON ROAD,PORKHARDAS CHACHRA & SONS BLDG, AMBALA-133001",AMBALA CANTT.,AMBALA,HARYANA,ALLAHABAD BANK
ALLA0210174,11,SADHAURA,"THANEWALI GALI, VPO SADHAURA, DIST. YAMUNA NAGAR, HARYANA 133204",SADHAURA,YAMUNANAGAR,HARYANA,ALLAHABAD BANK
ALLA0210175,11,ROHTAK,"ALLAHABAD BANK, JHAJJAR ROAD, ROHTAK,PIN-124001",ROHTAK,ROHTAK,HARYANA,ALLAHABAD BANK
ALLA0210176,11,CHANDIGARH,"SECTOR-17B,SCO-49-50, BANKSQUARE CHANDIGARH-170016",CHANDIGARH,CHANDIGARH,CHANDIGARH,ALLAHABAD BANK
ALLA0210177,11,JAIPUR MI ROAD,"JAIPURIA MANSION, MI ROAD JAIPUR",JAIPUR,JAIPUR,RAJASTHAN,ALLAHABAD BANK
ALLA0210178,11,AJMER,"KUTCHERY ROAD,AJMER",AJMER,AJMER,RAJASTHAN,ALLAHABAD BANK
ALLA0210179,11,SRIGANGANAGAR & RBB,"SHAH COMPLEX OPP.S.D.COLLEGE,SURATGARH ROAD SRIGANGANAGAR RAJASTHAN",JAIPUR,JAIPUR,RAJASTHAN,ALLAHABAD BANK
ALLA0210180,11,SHEHRA,"VILL & PO-SILTHAN;DIST. SONBHADRA, U.P.",SILTHAN,SONBHADRA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210181,11,MASKATI MARKET,"┬á1ST FLOOR, STHULI BHADRA BLDG, REID ROAD, AHMEDABAD",AHMEDABAD,AHMEDABAD,GUJARAT,ALLAHABAD BANK
ALLA0210182,11,FORT BRANCH  MUMBAI,"37, MUMBAI SAMACHAR MARG, FORT, MUMBAI",MUMBAI,GREATER MUMBAI,MAHARASHTRA,ALLAHABAD BANK
ALLA0210184,11,DADAR,"SENAPATI BAPAT MARG, DADAR B.S. ROAD",MUMBAI,GREATER MUMBAI,MAHARASHTRA,ALLAHABAD BANK
ALLA0210185,11,KALBADEVI,"232/34, CHAMBER BHAVAN, KALBADEVI,DIST-GREATER MUMBAI. MUMBAI,.",MUMBAI,GREATER MUMBAI,MAHARASHTRA,ALLAHABAD BANK
ALLA0210186,11,KALINA BRANCH MUMBAI,"292/11, WADIA TECHNICAL INSTITUTE BLDG. , C S T ROAD,VIDYANAGARI P O, KALINA, MUMBAI - 400 098",MUMBAI,GREATER MUMBAI,MAHARASHTRA,ALLAHABAD BANK
ALLA0210187,11,PAREL BRANCH MUMBAI,"DR. AMBEDKAR ROAD, PAREL, POST BOX NO 6610, MUMBAI -12",MUMBAI,GREATER MUMBAI,MAHARASHTRA,ALLAHABAD BANK
ALLA0210188,11,PUNE SADASHIV PETH,"SEVA SADAN SOCIETY BUILDING,LAXMI ROAD,613/14,SADASHIV PETH,PUNE-411030",PUNE,PUNE,MAHARASHTRA,ALLAHABAD BANK
ALLA0210189,11,CHANDRAPUR,NEAR LAXMINARAYAN MANDIR CHANDRAPUR MAHARASHTRA  442401,CHANDRAPUR,CHANDRAPUR,MAHARASHTRA,ALLAHABAD BANK
ALLA0210190,11,NAGPUR CITY (MANEWADA ROAD),"MANEWADA RD BR. PLOT NO 3, NAGLWAR COMPLEX,MANEWADA CEMENT RD,P.O.MAHALAXMI NAGAR,NAGPUR",NAGPUR,NAGPUR,MAHARASHTRA,ALLAHABAD BANK
ALLA0210191,11,GANDHIBAG  NAGPUR,"C.A. ROAD, NEAR HOTEL DARSHAN, NAGPUR",NAGPUR,NAGPUR,MAHARASHTRA,ALLAHABAD BANK
ALLA0210193,11,NARKHED,"OPP. POLICE STATION, NARKHED, NAGPUR, 441304, MAHARASHTRA",NARKHED,NAGPUR,MAHARASHTRA,ALLAHABAD BANK
ALLA0210194,11,SINDI,"PIMPALWAR BHAWAN, MAIN ROAD, , SINDI, WARDHA, 442105, MAHARASHTRA",SINDHI,WARDHA,MAHARASHTRA,ALLAHABAD BANK
ALLA0210195,11,AKOLA,"CHAMBER OF FARMERS, OLD COTTON MARKET",AKOLA,AKOLA,MAHARASHTRA,ALLAHABAD BANK
ALLA0210196,11,BHOPAL HAMIDIA ROAD (MAIN),"CORPORATION BUILDING, NEW BUS STAND,HAMIDIA ROAD DIST. BHOPAL MADHYA PRADESH  462001",BHOPAL,BHOPAL,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210197,11,BHOPAL ARERA COLONY,E 1 / 74 ARERA COLONY BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210198,11,CIVIL LINES,"RESIDENCY ROAD, CIVIL LINES, JABALPUR",JABALPUR,JABALPUR,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210199,11,JABALPUR CITY OFFICE,"RANITAL CHOWK,JABALPUR",JABALPUR,JABALPUR,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210200,11,JABALPUR SHASTRI MARG,"NEAR SHASTRI MARG BUS STAND, DIST JABALPUR - 482 002 MADHYA PRADESH",JABALPUR,JABALPUR,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210201,11,INDORE MAIN,"INDORE MAIN BRANCH, 20/1 A NEW PALASIA INDORE,M.P. PH:0731-2545253,0731-2548595",INDORE,INDORE,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210202,11,PACHORE,"NEAR PACHORE PETROL PUMP, VILL. & P.O. PACHORE,  DIST. RAJGARH,PACHORE - 465 683,MADHYA PRADESH,",PACHORE,RAJGARH,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210203,11,SATNA MAIN,"SATNA MAIN BRANCH, JAI STAMBH CHOWK, SATNA- MP 485001",SATNA,SATNA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210204,11,AMARPATAN,"VILLAGE & POST,AMARPATAN",AMARPATAN,SATNA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210205,11,UNCHEHRA,ALLAHABAD BANK UNCHEHRA DISTT SATNA,UNCHEHRA,SATNA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210206,11,MAUGANJ,"ALLAHABAD BANK ,VILL & PO MAUGANJ DISTT REWA",SATNA,SATNA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210207,11,JIAWAN,"ALLAHABAD BANK, JIAWAN (DEOSAR) PO JIAWAN DISTT SINGRAULI",JIAWAN(DEOSAR),SIDHI,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210208,11,WAIDHAN,VILL. & P.O. WAIDHAN SINGRAULI DIST. SIDHI - 486 886  MADHYA PRADESH,WAIDHAN,SINDI,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210209,11,DURG,"NAHAR COMPLEX,1ST FLOOR,OLD BUS STAND DURG CHATTISGARH 491001",DURG,DURG,CHANDIGARH,ALLAHABAD BANK
ALLA0210210,11,RAJNANDGAON,"JAISTAMBH CHOWK , HATRI BAZAR, RAJNANDGAON CHATTISGARH 491441",RAJNANDGAON,RAJNANDGAON,CHANDIGARH,ALLAHABAD BANK
ALLA0210211,11,RAIPUR,"AMRIT SANDESH COMPLEX, G E ROAD, RAIPUR-492001",RAIPUR,RAIPUR,CHANDIGARH,ALLAHABAD BANK
ALLA0210212,11,SIMGA,"TILDA ROAD , SIMGA , DIST ┬û RAIPUR , PIN ┬û 493101",SIMGA,RAIPUR,CHANDIGARH,ALLAHABAD BANK
ALLA0210213,11,HYDERABAD,"5-1-680,T.K. HOUSE,POST BOX-166,BANK STREET,HYDERABAD,ANDHRA PRADESH",HYDERABAD,HYDERABAD URBAN,ANDHRA PRADESH,ALLAHABAD BANK
ALLA0210214,11,KASIBUGGA,"K.T. ROAD, KASIBUGGA KASIBUGGA PALASA MANDAL, SRIKAKULAM DISTRICT KASIBUGGA ANDHRA PRADESH 532222",KASIBUGGA,SRIKAKULAM,ANDHRA PRADESH,ALLAHABAD BANK
ALLA0210215,11,GUNTUR,"D R NO 5-31-5, GROUND FLOOR, 3/14, BRODIEPET,GUNTUR",GUNTUR,GUNTUR,ANDHRA PRADESH,ALLAHABAD BANK
ALLA0211685,11,LAKHIPUR,P.O.LAKHIPUR  DIST:SAHIBGANJ,LAKHIPUR,SAHEBGANJ,JHARKHAND,ALLAHABAD BANK
ALLA0210216,11,TADEPALLI,"MAIN ROAD, TADEPALLI VILL & POST0, MANGALAGIRI ROAD  GUNTUR DISTRICT TADEPALLI ANDHRA PRADESH 522501",TADEPALLI,GUNTUR,ANDHRA PRADESH,ALLAHABAD BANK
ALLA0210217,11,K. G. ROAD,"NO. 2, FKCCI BUILDING , K G ROAD , BANGALORE",BANGALORE,BANGALORE URBAN,KARNATAKA,ALLAHABAD BANK
ALLA0210218,11,MOUNT ROAD BRANCH  CHENNAI,"41, ANNA SALAI, MOUNT ROAD, CHENNAI-2",CHENNAI,CHENNAI,TAMIL NADU,ALLAHABAD BANK
ALLA0210219,11,ERNAKULAM,M. G. ROAD 1837/38/F ERNAKULAM - 682 035,ERNAKULAM,ERNAKULAM,KERALA,ALLAHABAD BANK
ALLA0210220,11,ITARHI,"VILL. & P.O. ITARHI, DIST -BUXAR -803024",ITARHI,BUXAR,BIHAR,ALLAHABAD BANK
ALLA0210221,11,NARAINPUR,VILL. & P.O.NARAINPUR DIST. MIRZAPUR - 231 012  UTTAR PRADESH,NARAINPUR,MIRZAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210222,11,PHULWARISHARIF,PHULWARISHARIF DIST. PATNA - 800 505 BIHAR PATNA BIHAR 500505,PATNA,PATNA,BIHAR,ALLAHABAD BANK
ALLA0210223,11,ISLAMPUR,"MAIN ROAD,ISLAMPUR,DIST NALANDA BIHAR-801303",NALANDA,NALANDA,BIHAR,ALLAHABAD BANK
ALLA0210224,11,BANJARI,"P.O. BANJARI , DIST - SASARAM -821303",PATNA,PATNA,BIHAR,ALLAHABAD BANK
ALLA0210225,11,THANA BIHPUR,"VILL AND PO-THANA BIHPUR, DIST-BHAGALPUR(BIHAR)",THANA BIHPUR,BHAGALPUR,BIHAR,ALLAHABAD BANK
ALLA0210226,11,BARUIPARA,"VILL & POST: BARUIPARA, DIST:HOOGHLY, WESTBENGAL, PIN:712306",BARUIPARA,HUGLI,WEST BENGAL,ALLAHABAD BANK
ALLA0210227,11,BEGUMPUR,"VILL. P.O. BEGAMPUR,DIST. HOOGHLY,WEST BENBAL 712306",BEGUMPUR,HUGLI,WEST BENGAL,ALLAHABAD BANK
ALLA0210228,11,RASULPUR(W. B.),VILL. & P.O. RASULPUR DIST. BURDWAN - 713 151,RASULPUR,BARDDHAMAN,WEST BENGAL,ALLAHABAD BANK
ALLA0210229,11,MALL,VILL. & P.O. MALL DIST. LUCKNOW - 227 115,MALL,LUCKNOW,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210230,11,NAWABGANJ UNNAO,VILL. & P.O. NAWABGANJ DIST. UNNAO - 209 859,NAWABGANJ,UNNAO,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210231,11,HAMIRPUR,"KING ROAD, GWALTOLI,P.O. & DIST. HAMIRPUR-210 301",HAMIRPUR,HAMIRPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210232,11,MUSKARA,VILL. & PO. MUSKARA 210506,MUSKARA,HAMIRPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210233,11,PANWARI,VILL. & PO. PANWARI 210429,PANWARI,MAHOBA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210234,11,JAHANAGANJ,"VILL & P.O.: JAHANAGANJ, DISTT: AZAMGARH, PIN - 276131, (U.P.)",JAHANGANJ,AZAMGARH,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210235,11,DULHAPUR ┬á,DULHAPUR DIST. GHAZIPUR  UP- PIN -275202,DULHAPUR,SULTANPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210236,11,BHATHAT,"VILL: BHATHAT, P.O.:BHATHAT BAZAR, DISTT: GORAKHPUR, PIN-273306(U.P.)",BHATHAT,GORAKHPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210237,11,GONDA,"BAHRAICH ZONE, NEAR BUS STATION, GONDA",GONDA,GONDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210238,11,BAHRAICH,"MEWATIPURA, BAHRAICH",BAHRAICH,BAHRAICH,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210239,11,IKAUNA,"IKAUNA BAZAR, VILLAGE & PO- IKAUNA, DISTRICT- SRAWASTI, 271845 UTTAR PRADESH",IKAUNA,SHRAVASTI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210240,11,SAMPURNA NAGAR,"VILL AND PO SAMPURNA NAGAR, DIST LAKHIMPUR KHERI, PIN:262904",SAMPURNA NAGAR,LAKHIMPUR KHERI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210241,11,FARRUKHABAD,CHOWK RAILWAY ROAD FARRUKHABAD DIST. FARRUKHABAD UTTAR PRADESH,FARRUKHABAD FATEHGARH,FARRUKHABAD,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210242,11,THATIA,"P.O. AND VILL. THATIA, BLOCK-UMARTHA FARRUKHABAD (U.P.) - 209734",FARRUKHABAD FATEHGARH,FARRUKHABAD,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210243,11,SHAHPURA (BHITONI),"VILL. & P.O. SHAHPURA (BHITONI), DIST. JABALPUR - 483 119, MADHYA PRADESH",SHAHPURA,JABALPUR,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210244,11,RAMPUR BHAGELAN,ALLAHABAD BANK RAMPUR BAGHELAN DISTT SATNA,RAMPUR BAGHELAN,SATNA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210245,11,JAITWARA,"ALLAHABAD BANK JAITWARA,DISTT SATNA",JAITWARA,SATNA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210246,11,RAMNAGAR,"ALLAHABAD BANK, VILL&PO RAMNAGAR DISTT SATNA",RAMNAGAR,SATNA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210247,11,REWA,A.P.S. UNIVERSITY CAMP[US AT/ PO/DIST..- REWA MADHYA PRADESH  486001,REWA,REWA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210248,11,MANGAWAN,"ALLAHABAD BANK, VILL&PO MANGAWAN DISTT REWA",MANGAWA,REWA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210249,11,SEMARIYA,ALLAHABAD BANK SEMARIYA DISTT REWA,SATNA,SATNA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210250,11,BAIKUNTHAPUR,"ALLAHABAD BANK,BAIKUNTHPUR  DISTT.REWA",SATNA,SATNA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210251,11,BARGAWAN ┬á,"ALLAHABAD BANK, VILL&PO BARGAWAN DISTT SINGRAULLI",BARGAWAN,AURANGABAD,BIHAR,ALLAHABAD BANK
ALLA0210252,11,MAJHAULI,"ALLAHABAD BANK, AT & PO MAJHAULI DISTT SIDHI",MAJHAULI,SIDHI,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210253,11,SIDHI,"HOSPITAL CHOWK,SIDHI",SIDHI,SINDI,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210254,11,MORWA,MORWA P.O. SINGRAULI COLLIERY DIST. SIDHI - 486 889 DIST. SIDHI - 486 889 SIDHI MADHYA PRADESH 486889,SATNA,SATNA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210255,11,RANIGANJ,"VILL-RANIGANJ, PO-MERIGANJ, DIST-ARARIA(BIHAR)",RANIGANJ,ARARIA,BIHAR,ALLAHABAD BANK
ALLA0210256,11,MAU,"AT. MAU P.O.- MAU, NEAR MAU TEHSIL, DIST. CHITRAKOOT UTTAR PRADESH 210209",MAU,CHITRAKOOT,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210257,11,RANIGANJ BAZAR,ASHOKE MARKET RANIGANJ BAZAR DIST. BALLIA  UTTAR PRADESH 277208,RANIGANJ BAZAR,BALIA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210258,11,KOLKATA HAZRA ROAD,"37, HAZRA ROAD KOLKATA - 700 029  WEST BENGAL",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210259,11,BULANDSHAHR,"NEAR RAJA BABU PARK, CIVIL LINES BULANDSHAHAR PIN-203001",BULANDSHAHR,BULANDSHEHAR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210260,11,GWALIOR,SANATAN DHARAM MANDIR MARG DIST. GWALIOR MADHYA PRADESH  474001,GWALIOR,GWALIOR,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210261,11,MULUND BRANCH MUMBAI,"SHRIRAM KUTIR, SAU LAXMIBHAI SCHOOL, NAVGHAR ROAD, MULUND EAST, MUMBAI - 400081",MUMBAI,GREATER MUMBAI,MAHARASHTRA,ALLAHABAD BANK
ALLA0210262,11,BIDUPUR,"ALLAHABAD BANK, BIDUPUR BAZAR,DISTT. :-VAISHALI, BIHAR, PIN CODE:-844503",BIDURPUR,VAISHALI,BIHAR,ALLAHABAD BANK
ALLA0210263,11,MADHOGARH,"P.O. AND VILL. MADHOGARH, DISTT.-JALAUN (U.P.) - 285126",MADHOGARH,JALAUN,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210264,11,AIT,"PO AND VILL. - AIT, DISTT.-JALAUN (U.P.) - 282501",AIT,JALAUN,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210265,11,KACHWA BAZAR,"KACHWA BAZAR; DISTT-MIRZAPUR, PIN231501,U.P.",KACHHWA,MIRZAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210266,11,KABRAI,VILL. & PO. KABRAI 210424,KABRAI,MAHOBA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210267,11,MATERA,"VILLAG & PO- MATERA, DISTRICT- BAHRAICH, 271881 (U.P.)",MATERA,BAHRAICH,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210268,11,FAKHARPUR,"VILLAGE & PO- FAKHARPUR, DISTRICT- BAHRAICH, 271902 UTTAR PRADESH",FAKHERPUR,BAHRAICH,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210269,11,MAIGALGANJ,"VILL AND P.O.-MAIGALGANJ, DISTT- LAKHIMPUR KHERI , (U.P.) PIN-261505",MAIGALGANJ,LAKHIMPUR KHERI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210270,11,BIJAIPUR┬á,"VILL & P.O. BIJAIPUR, DISTT-MIRZAPUR, PIN231313,U.P.",BIJAIPUR,MIRZAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210271,11,KADAURA,"SHREE RAM BHAWAN FARRASHKHANA, KADAURA, P.O. - BAONI STATE, DISTT. - JALAUN (U.P.) - 285203",KADAURA,JALAUN,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210272,11,LALGANJ┬á,"VILL & PO-LALGANJ, DISTT-MIRZAPUR (U.P.)",LALGANJ,MIRZAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210273,11,KHAMARIA PANDIT,"VILL  KHAMARIA PANDIT , P.O.-AIRA , DISTT- LAKHIMPUR KHERI , (U.P.)",KHAMARIA PANDIT,LAKHIMPUR KHERI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210274,11,KUTHOND,"PO AND VILL. - KUTHOND, DISTT.-JALAUN (U.P.) - 282125",KUTHOND,JALAUN,UTTAR PRADESH,ALLAHABAD BANK
